npsn,nama_sekolah,alamat,jumlah_guru,kepala_sekolah,telp_sekolah,latitude,longitude
20110964,TK GARUDA,Jl. Duri utara I No. 1,6,Tan Winda Lestari Suwito.,021 6313205,-6.153912,106.806923
20110967,TK HARAPAN,Jl. Arimbi No. 5,1,YOVAN PAULINA Amd,021 5635787,,
20110968,TK HARAPAN ABADI,Jl. Bandengan Utara I No.16,2,"Lilis Rokayah ,SP.dI",0813 99288632,-6.134496,106.803734
20110969,TK HARAPAN BANGSA,Jl. Semanan No. 19,4,Nida Basyariyyah,0813 10906596,,
20110970,TK HARAPAN BUNDA,Jl. Sekolah,3,Jum'ah Yulianti S.Pd,0878 83942600,,
20110972,TK HARAPAN KASIH,Jl. Tg. Duren Barat V/7,3,"Rosmina Manurung, S.Pd",021 5684403,,
20110973,TK HARVARD,Jl. P. Tubagus Angke No. 33,5,Elpa Suryana,021 6302294,-6.142891,106.795929
20110974,TK HATI KUDUS,Jl. Kav. Polri AIII/114 117,4,Angeline Herdine,021 5662155,,
20110975,TK HOLY ANGELS,Taman Aries Blok F II/15A,3,,"021 5868322, 021 98284508",,
20110976,TK IPEKA TOMANG,Jl. Green Ville Blok SD DuriKepa,12,Tan Lenah,021 5684244,-6.1705,106.778297
20110978,TK IT CAHAYA ISLAM,Jl. Satria III NO.1B,5,"Nurhayati, S.Pd",021 70410103,,
20110980,TK IBNU SABIL,Jl. Mesjid Nurul Iman,4,"Lilis Suhatni, S.Pdi",0818 07492299,,
20110981,TK IDAMAN,Jl. Jelambar Barat I/23,3,RATNA KURNIASIH,021 5607804,,
20110983,TK IKAL II,Jl. Pos Pengumben,11,Lili Wahyuni,021 5492604,,
20110984,TK IMMANUEL,Jl. Al Amanah Raya No. 145,3,,021 5601577,,
20110985,TK INDAH DAHLIA,Jl. Komp. Kamtib No. 12,5,Mariam.S.Pd,021 58840360,,
20110986,TK IPEKA PURI,Jl. Puri Indah Blok I,17,Lilis Juniarti,021 5809003,,
20110987,TK ISLAM AL BARKAH,Green Garden No. 13,2,"Umyanah, S.Pd.",021 34138531,,
20110988,TK ISLAM AL KAUTSAR,Jl. Meruya Utara No. 37,2,Dewi Suhartini,021 5842820,,
20110989,TK ISLAM ASSA`ADATUL ABADIYAH,Jl. Tg. Duren Dalam IV/25,2,,021 5600930,,
20110991,TK ISLAM AT TAUFIK,Jl. Fajar Baru Selatan,6,"Nurhasanah,S.Pd.I",021 71610015,,
20110992,TK ISLAM CENDERAWASIH,Jl. Cendrawasih VII/25,5,INTAN MURNI,0813 83007262,,
20110993,TK ISLAM DARUL AINI,Jl. Daan Mogot,4,"Asanah, S.Pd",021 5401092,,
20110994,TK ISLAM DARUSALLAM,Jl. Sasak II Rt. 003/02,8,Dupyati,021 5327125,,
20110995,TK ISLAM KEMULIAAN,Jl. Manunggal Kalipasir Rt. 016/11,7,Yumenah,021 54392652,,
20110996,TK ISLAM NURUL IMAN,Jl. Meruya Selatan No. 55,4,"Puniawati, S.Pd",021 5864234,,
20110997,TK ISLAM YKPI,Jl. Angke Jaya No. 10,4,,"021 44535910, 0813 15259786",-6.148485,106.797913
20110998,TK ISLAM YASIRU,Jl. Pahlawan III No.46,7,"Nurul Fajriyah,S.Pd",021 32294095,,
20111001,TK JAYA KARYA,Jl. KS. Tubun I No. 14,2,Hj. Husna Amir,,,
20111002,TK JEMBATAN BATU,Jl. Jembatan Batu 74,4,Hj Syamsidar Gani,021 3494343,,
20111003,TK 'JOY',Jl. Jembatan Item No. 2 9 11,3,"DINA, S.Kom","021 6914307, 021 6915646",-6.140976,106.801048
20111004,TK K. BHAYANGKARI 18,"Jl. KS. Tubun III, No.2",5,"Marlina, S. Pd",0813 88241045,,
20111005,TK K. BHAYANGKARI 7,Jl. Asrama Polri Palmerah,7,"Hj. Rahmatidini, S. Pdi",0815 2312395,,
20111006,TK KAIROS GRACIA,Citra Garden II Blok H4 No.6,7,Tan Lie Chen Christina Candraw,021 5445113,-6.144132,106.706467
20111007,TK KALAM KUDUS,Jl. Tangki Lio Timur No. 48 49,4,Lie Lusilia,021 6295381,,
20111008,TK KALAM KUDUS II,Jl. Komp. Green Garden B IV/1,4,"Ria Sutanto,M.Pd",021 5827066,,
20111009,TK KALAM KUDUS III,Jl. Kosambi Baru Blok D4/I,13,Susilowati Widjaja,021 5411640,,
20111010,TK KANAAN GLOBAL SCHOOL,Jl. Boulevard 12 Taman Surya III,13,Elisa Listiany Wijaya,021 6197205,-6.134973,106.716713
20111011,TK KARTIKA X 14,Jl. Daan Mogot Komp. Kodam Jaya,2,,021 92820189,,
20111013,TK KARTIKA XI 14,Komp. Yon Hub Kelapa Dua,2,Rumiyati,0812 84902563,,
20111014,TK KARTINI,Jl. Masjid Al Anwar No. 13,9,"Hj.Suryana Z, S.Pd",021 5332968,-6.211104,106.781731
20111015,TK NEGERI MERUYA UTARA 01,Jl. Taman Aries Blok A7,4,Waryaningsih,021 5874331,,
20111016,TK NEGERI MERUYA UTARA 02,Perumaham Taman meruya Ilir Blok G III,5,Sri Mulyati,021 5859688,,
20111017,TK NEGERI MERUYA SELATAN,Jl. H. Saaba Komp. Walikota,9,"Tati Mulyati,S.Pd.I",021 5841078,,
20111018,TK KASIH BUNDA,Jl. Tamansari VIII/ 68 70,2,Mikysari,021 6496804,,
20111019,TK KASIH BUNDA,Jl. Taman Kota Blok E8/1,5,"Marjanti, S.Pak",021 5810062,,
20111020,TK KASIH KARUNIA,Jl. Taman Surya III Blok H7/36,16,Saleha,021 5444081,-6.132178,106.712273
20111023,TK KELAPA GADING,Jl. Kampung Salo No. 58,4,Tuti Maryati,021 5809572,,
20111024,TK KEMALA BHAYANGKARI 5,Jl. Raya Kedoya Asrama POLRI Pesing,5,Sofi Annisa,0812 94522605,-6.159279,106.767532
20111025,TK KEMALA BHAYANGKARI 6,Jl. Peta Selatan Asrama Polri,3,"Sunarti, S.Pd",021 28756648,,
20111026,TK KEMULIAAN BUNDA,Jl. Terate Raya 43,1,,021 6392203,-6.142861,106.803192
20111027,TK KEMURNIAN,Jl. Kemurnian V No. 209,9,Ratna Mulia Hegar S.Pd,021 6340525,,
20111028,TK KEMURNIAN II,Jl. Green Ville Blok Q/209,12,Dra. Pauline Lena H.,"021 5605556, 021 5605547",,
20111029,TK KEMURNIAN III,Jl. Komp. Citra II Blok B No.16,6,"Liani Mandrawa, S.Pd.","021 5442459, 021 5442460",,
20111030,TK KENCANA MULIA,Jl. Peta Barat gg Masjid Nurul Iman,4,"Siti Badriah, S.Pd",021 41319496,,
20111031,TK KERTAPAWITAN,Jl. Komp. Imigrasi No. 50,2,,021 54396690,,
20111032,TK KHAIRUL MALA,Jl. Peta Barat No. 39,5,Asiah,0813 10272813,,
20111033,TK KHOIRU JANNAH,Jl. Semangka II,4,Hj. Titi Setiowati,021 5632040,,
20111034,TK KID GRO,Jl. Taman Meruya Ilir Blok E7,3,Veronica Mariyanti,021 70809403,,
20111036,TK KOTA BAMBU,Jl. Kota Bambu Selatan VI No. 3,4,Uniati,021 5635654,,
20111037,TK KRISTEN CENDRAWASIH,Jl. Cendrawasih Raya No. 60,5,Yosephine Pudyastuti,021 6191116,,
20111038,TK KRISTEN KETAPANG II,Jl.Panjang No. 1Q,6,Daisy Kurniadjaja,021 5689292,,
20111039,TK KRISTEN SAMARIA,Jl. Rawa Kepa VII/749,5,"Tri Murdaningsih, S.Pd",021 5604676,,
20111040,TK KRISTEN XI PENABUR,Jl. Surya Sarana Surya Gardenia,29,Sri Lestari,021 5801456,,
20111041,TK KRISTOFORUS,Jl. Satria IV Blok C No. 54 55,7,Marcellina Budiyatmi,021 56970265,,
20111042,TK KUSUMA JAYA,Jl. Mandala Utara No. 20,3,Siti Sudarsih,021 93164048,,
20111043,TK KUTILANG,Jl. Raya Joglo No. 10,3,,021 5862921,,
20111044,TK LAMAHOLOT,Jl. Jagung Raya,3,Idayanti S.PD,021 58356812,,
20111045,TK LEMUEL I,Jl. KS. Tubun No. 2A,6,"Angel Sonya Novia Nikijuluw, S",021 36870443,-6.197872,106.803154
20111046,TK LEMUEL II,Jl. Raya Pos Pengumben No. 30,5,Catharine Rachel Marlissa,021 5302668,,
20111047,TK LIA STEPHANIE,Jl. Taman Palem Blok A5/1,8,Katarina Tri Widianingsih,021 55959479,,
20111049,TK LOLLYPOP,Jl. Surya Utama Blok J No. 8,3,Lidya Liawati,021 5818725,,
20111050,TK MAKARIOS,Jl. Kembangan Baru No. 1,11,MARIA MARTANTI ENDAH LESTARI,021 5826867,,
20111051,TK MANGGA BESAR III,Jl. Mangga Besar VI Sel No. 11,2,Adi Budi Rosiani,021 6492604,,
20111052,TK MARDI LUHUR,Jl. Damai I No. 12,6,Dwi Restu Fitriani,0888 8344441,-6.154261,106.779716
20111052,TK MARDI LUHUR,Jl. Damai 1 No. 12,,,,,
20111055,TK MELANIA I,Jl. Mangga Besar VI Sel. No. 84,3,"Caecillia Sunanti, S.Pd",021 91263318,,
20111056,TK MELATI,Jl. Tg. Duren Barat III,3,"Dian Nurhayati Anwar, SE",021 98276889,,
20111057,TK MELATI,Jl. Peta Utara No. 4,9,Romelahtulbadriah.S.Pd,021 99080954,,
20111058,TK MELATI MULYA,Jl. Kapuk Kamal,2,Suryani.S.Sos.I,021 5551163,,
20111059,TK MENARA SISWA,Benda Kmp Belakang,3,Sumarnah.A.MA,021 96525887,,
20111060,TK MENTARI,Jl.Kebon Dua Ratus,5,"Sahati, S.Pd",021 55951874,,
20111062,TK MERINOA,Jl. Mangga Besar IV E No. 11,10,C. TITIK HANDAYANI,021 6006184,,
20111063,TK MERPATI,Jl. Kapuk GG Empang,3,"ATUTINIK, S.Pd",0813 15521941,,
20111064,TK MITRA BHAKTI,Jl. Komp. DKI Joglo Blok T14,4,Royanih,021 5841364,,
20111065,TK MONICA CELIA,Jl. Kav. Polri Blok C/ 730,12,Diana Susyanti,021 5667523,,
20111066,TK MORI,Jl. Klingkit III,7,Dra. Budi Sukarini,0838 75734708,,
20111067,TK MUJAHIDIN,Jl. Komp. Depag Palapa V/43,7,Nur Rachmawati,021 5820425,-6.180188,106.762138
20111068,TK MURTINI,Jl. Tanah Sereal XVII/4,3,MIRA UTAMI MOCHTAR,021 94593503,-6.15213,106.810318
20111069,TK MUSLIMAT,Jl. Peta Selatan No. 60,6,Ersih Supardiyati. S.Pd,021 6199089,,
20111069,TK MUSLIMAT 2,Jl. Kresek Raya No. 2,8,"Hj. Fitri Handayani, SKM",021 5445954,,
20111070,TK MUTHMAINAH,Jl. Kamal Raya No. 1,6,Siti Aisyah,021 5550353,,
20111071,TK MUTIARA,Jl. Al Falah Kp. Gunung,6,Rohimah,021 94951931,,
20111072,TK MUTIARA,Jl. Budi IX No. 11 Komp BPK,5,Siti Lubenah,,-6.1929,106.773102
20111075,TK MUTIEA,Jl. Terate No. 168,4,Dra. Siti Muti'Ah,021 58300810,,
20111076,TK NASIONAL MONTESSORI,Ruko Taman Kebon Jeruk Blok AA 5 No;26 29,12,Elianti Hartati,021 5863906,,
20111077,TK NOTRE DAME,Jl. Puri Kembangan Barat Raya,11,"Sr. Maria Nicoline, SND, S.Pd",021 5805334,,
20111078,TK NUR ASSHOLIHAT,Jl. Kota Bambu Raya no.15,6,FAIZAH ALAWIYAH,021 56964304,,
20111079,TK NUR BALITA,Jl. Panjang Rt. 05/04 No. 1,5,"Hj. Juhariyah,S.Pd",021 5495260,,
20111080,TK NUR HUDA,Jl. Seruni Kresek 29,1,SARI NURLIANTINA,0812 84859231,,
20111081,TK NUR INTAN,Jl. Raya Srengseng No. 37 A,3,"Wirdatul Jannah,S.Pd",021 5841093,,
20111082,TK NURUL BADRIAH,Jl. Utan Jati Rt. 06/011,4,Wati Badriah,021 54373415,,
20111083,TK NURUL HIKMAH,Jl. Kebon Kelapa Rt. 002/02 No. 4,9,"NURYANAH,SPd.I",0812 81605177,,
20111085,TK NURUL IHSAN,Jl. Palmerah Utara IV/C2 No. 18,3,SOLIKHATI,021 5485813,,
20111086,TK NURUL ISLAM,Jl. Jelambar Timur No. 46,4,TURISYOWATI,021 93787289,,
20111088,TK NURUL ISLAM,Jl. Palmerah Barat No. 32,5,"Endah Dahlia, S. Pd. I",021 5309206,,
20111089,TK NURUN NAJAH,Jl. Rawalele,3,HJ.Tasu'ah Najiyah,021 54392869,,
20111090,TK NURUSSA`ADATAIN,Jl. Kumbang Raya,5,"A. Rohmanie, S.Ag",021 92990679,,
20111091,TK NUSA INDAH II,Jl. Empang Bahagia Raya No. 67,9,Ir. Fera Fitriza,021 5642577,,
20111092,TK NUSANTARA,"jl.Tawang Mangu, Kp. Kalimati",3,"SUMIATI, S.Pd",021 33351843,,
20111093,TK PANCARAN BERKAT,Jl. SETIA JAYA RAYA NO.100,5,MARSINNA SINAGA,021 5638992/3,,
20111095,TK PARKIT,Jl. Sankis I No. 7,7,"Enywati,S.Pd",021 5841267,,
20111098,TK PELITA II,Jl. Macan D. Mogot No. 23 29,8,Ufrida Hatumensen,021 5661707,,
20111099,TK PELITA KASIH,Jl. Taman Palem Lestari No. 26,7,"L. M Melinasari Sukamto, S.Pd.",021 55953449,,
20111201,TK PELITA KUDUS,Jl. Indraloka Raya No. 3A,4,Sonnilya Hellen Jayanagara,021 5658745,,
20111202,TK PENERANG HATI,Jl. Kemanggisan Pulo II,3,Sukiah,,,
20111203,TK PERMATA,Jl. Sukatani Raya No. 19,6,Mutamimah.S.Pd,021 22557594,-6.118976,106.718994
20111204,TK PERMATA INDONESIA,Jl. Mandala Raya No. VI/12,2,Rosdianah,021 97218924,,
20111205,TK PERNIAGAAN,Jl. Perniagaan No. 31,3,"RATNAWATI SIMANJUNTAK, S.Pd",021 6913109,-6.141878,106.808830
20111206,TK PERSIWA I BPK,Jl. Musyawarah BPK II,5,Sugiyani,021 53671662,-6.189,106.779297
20111207,TK PERTIWI,Jl. Tanjung Pura Rt 009/05 No. 17,4,Yayah Komariah,021 71127049,,
20111208,TK KRISTEN PETRA ALPHA,Komplek Perumahan Taman Alfa Indah Blok A   11,5,"Betha Happy Gultom, M. Th",021 5841944,,
20111209,TK PRAKARSA ANISA,Jl. Rawa Bengkel,1,"Hayatun Nufus, S.Pd.",021 70714877,,
20111210,TK PROVIDENTIA,Jl. Kedoya Raya No. 35,12,L. Sri Handayani,021 5652477,-6.166385,106.763794
20111211,TK PURI KEMBANGAN,Jl. Puri Kembangan Blok A 13 / 23,2,Endang Sri Suprapti,021 93349699,,
20111213,TK PUSPITA,Jl. Semangka III Ujung,5,Ratna Henny,021 23706219,,
20111214,TK PUTRA BANGSA,Jl. Setia Jaya Raya I,5,"Dini Pratiwi,S.Pd",021 5649414,,
20111215,TK PUTRA IV,Jl. Way Basai No. 51,3,Neneng Poniati,021 5643397,,
20111217,TK PUTRA XI,Rusun Bumi Cengkareng Indah Seruni 2 No.1   10,4,Kasniatun,0813 17703313,,
20111218,TK PUTRA LESTARI,Jl. Raya Kebon Jeruk,6,Zahroh,021 5301531,,
20111219,TK QUBA,Jl. DPR Joglo,4,"Sadiyah,S.Pd",021 5870314,,
20111221,TK RAHMANI,Jl. Mangga Besar XI No. 10,8,Dra. FH Sri Sulistyawati,021 6254126,,
20111224,TK RASA SAYANG III,Jl. Taman Ratu Indah Blok F VII,3,,021 5643280,,
20111225,TK REFORMASI,JL. SUKA MENANTI,2,Marlis Hanum,021 32229259,,
20111226,TK REGENCY,Jl. Cempaka No. 40,3,Harwati Santosa,021 5673483,,
20111227,TK REGINA CAELI,Jl. Safir I Taman Meruya Ilir E1/11,6,Een Suryati,021 5851068,,
20111228,TK REGINA PACIS,Jl. Palmerah Utara I,7,Lidwina Supadmi Rahayu,021 5481888,,
20111229,TK RICCI,Jl. Kemenangan III No. 47,9,Sinta Agus,021 6392495,,
20111240,TK RISANTI I,Jl. Komp. DPR Kemanggisan,5,"Sri Hartati, S. Pd. I",021 53690746,,
20111241,TK RISANTI II,Jl. Komp DPR 2,5,"Asmanih, S.Pd.",021 5341390,-6.192349,106.758659
20111242,TK RISANTI IV,Jl. H. Saaba Raya Komp DPR RI II,4,Tri Susilawati S. Pd,021 5870241,,
20111243,TK RUKUN IBU,Jl. Seroja No. 20,4,"Zulfiani, BA",021 5635864,,
20111244,TK SA'ADATUDDARAIN,Jl. Duri Selatan I No. 66,6,"MEDRANITA, S.Pd.AUD",021 6313813,-6.161067,106.806114
20111245,TK SAMARIA KUDUS,Jl. Aries Permai Blok C2/12A,6,Anita,021 5873449,,
20111246,TK SAN MARINO,Jl. Citra Garden I Blok B1/1,11,"F.R. Susanti Gunawan,S.Pd.",021 5404102,,
20111247,TK SANG TIMUR,Jl. Karmel Raya No. 2,17,"Sr.Elisabeth Maria,PIJ",021 5308588,,
20111249,TK SANTO ANDREAS,Jl. Green Garden Blok J 5 No. 1,3,A. Esti Suprihanti,021 5804058,,
20111250,TK SANTO LEO,Jl. Mangga Besar Raya No. 43,2,"Herlina Thamrin, BA.",021 6398849,-6.085553,106.491539
20111250,TK SANTO LEO,Jl. Kosambi Selatan Raya No.1,6,"Puji Lestari, S.Pd.",021 5457256,,
20111252,TK SANTO PAULUS,jln. bukit Permai Citra No. 1,5,Mieke Kansil,021 5442079,,
20111253,TK SARASWATI,Jl. Raya Perjuangan No. 28,4,Shoba Dewey Chugani,021 5330794,,
20111254,TK SARTIKA,Jl. Suka Menanti no.85,3,CARINI,021 70701165,,
20111255,TK SATRIA,Jl. H. Sulaiman,6,Munziroh,021 5329650,,
20111256,TK SEHATI,Jl. Kebon Kelapa,6,Linda Susilawati,0819 32655322,,
20111257,TK SENTOSA,Jl. Madu No. 276,2,Amelia Magdalena,021 6290745,,
20111258,TK SERAPHINE BAKTI UTAMA,Jl. Melati Raya 46,6,Sr.Bonifasia Prihaaryani.ADM,021 5406965,,
20111259,TK SEROJA,Jl. Kebun Dua Ratus,5,Maisaroh,0857 19917033,,
20111260,TK SETIA PERTIWI,Jl. Pedongkelan,5,"Siti Roliah, S.Ag",0877 75381978,,
20111261,TK SHINE NICOLAS,Jl. Palem Lestari Blok B12E No.1 3,6,"LUSIA ARYANTI D.,S.Pd",021 559 59606,,
20111262,TK SINAR DHARMA,Jl. KH. Moh. Mansyur No. 29,13,"Olivia Darmali S, S.E",021 63867692,-6.149765,106.807045
20111265,TK ST. ANGELA,Jl. Jelambar Baru IV/ 56,4,Christinawati Wiratmo,021 5679712,,
20111266,TK ST. KRISTOFORUS II,Jl. Citra Garden II G.6/11,9,"CH. Mianti Astuti, S.Pd.AUD",021 5414495,,
20111268,TK STELLA MERRY,Jl. Citra Garden III Blok E3,3,Kurniati Soesanto,021 71315300,,
20111269,TK STRADA DEWI SARTIKA II,Jl. Fajar Baru Selatan No 64,8,"Emmelia Irwanti,S.Pd.AUD",021 54380563,,
20111270,TK SUCI HATI,Jl. Pinangsia I No. 47,2,"Luciana Esty Wahyuni, S.Pd",021 6266182,,
20111271,TK SUMBANGSIH,JL. Dr. MUWARDI II/13,5,"BUDIARTI, S.Pd.",021 5631875,,
20111273,TK SURYA PEMANDU,Jl. Kav. Polri Blok A XIX/434,7,Yuli Triscia Widjaja,021 5637185,,
20111274,TK SYALOM,Jl. Tanah Sereal VII / 6,3,YULFI SUSANTI,021 6494229,-6.157779,106.808975
20111275,TK TAMAN HARAPAN INDAH,Jl. P. TB Angke Komp. THI F/1,6,"SURATMI,S.Pd",021 5648579,,
20111278,TK TAWAKKAL,Jl. Tawaqal Ujung IV No.3,2,"Sahmiwani, S.Pd",0858 14825322,,
20111280,TK TRI RATNA,Jl. Talib I No.. 35 37,6,Sri Rahayu,021 6595619,,
20111281,TK TRINITAS,Jl. Pakis Raya Bojong Indah,2,"IKA SETYA SARI,S.Pd.AUD.",021 5807742,-6.161914,106.740936
20111282,TK TUNAS BAHAGIA,Jl. Semeru II/69,2,Ellya Hasanah,021 5689574,,
20111284,TK TUNAS BANGSA,Perum.Citra 3 Extension A06,7,Sulami Kusnadi,021 55960961,,
20111285,TK TUNAS DELIMA,Jl. Delima V/25,5,Frederica Funck,021 5683422,,
20111287,TK TUNAS HARAPAN,Jl. Komp. BNI Pesing,3,Dian Aprilyanti,021 92357350,,
20111288,TK TUNAS MELATI,Kompleks Taman Meruya Ilir B13 No. 1,7,Nurhasanah,021 5873420,-6.20178,106.739037
20111289,TK TUNAS MUDA,Jl. Angsana Raya D 8/2,9,Tjahja Laningsih,021 5818766,,
20111290,TK TUNAS MUDA,Jl. Meruya Utara No. 71,6,Tjahja Laningsih,021 5870329,,
20111291,TK TUNAS MUDA I IKKT,Jl. Jalak No. 1 Komp. Hankam,13,"Hj. Sutiah,S.Pd.I",021 53670510,,
20111292,TK TUNAS MUDA X IKKT,Komp. Hankam Mabes TNI,5,Wardah,0858 14405029,,
20111293,TK TUNAS PELITA,Jl. Permata Ujung Blok D 11 Rt 003/015,2,Sugiyanti,021 55958139,,
20111294,TK TUNAS PEMBANGUNAN,Jl. Sawah Lio No. 67,3,LAUW SIOK ENG,021 6337440,-6.146787,106.804688
20111296,TK VIANNEY,Jl. Bojong Raya No. 98,4,"Ch.A. Jap Sioe Ming, S Pd.AUD",021 5814170,,
20111297,TK WAWASAN NUSANTARA,Jl. Kapuk Pulo Indah No. 8,2,Warsiah,021 54373113,,
20111299,TK WIDURI INDAH I,Jl. TSS Gg. H. Abd. Halim No. 23,10,MARIA RANY,021 6312754,-6.156254,106.803078
20111299,TK WIDURI INDAH,Jl. Tamansari Raya No. 75 C D,5,Farida Suttardja,021 6265793,-6.151406,106.826614
20111301,TK WIDURI INDAH II,Jl. Jamblang Raya No. 2 LM,9,ETI KUSUMAWATI,021 6318076,-6.157139,106.806198
20111302,TK WIDURI JAYA,Jl. Duri Mas Raya No. 1,6,Sustina Br Sinuraya,021 5605159,,
20111303,TK YADIKA I,Jl. Kamal Raya No. 42,5,"Yoselina, S.Pd.",021 5550795,,
20111304,TK YASPORBI III,Jl. Kemanggisan Ilir Komp. BI,7,Aria Teja Kusuma,021 5301129,,
20111306,TKIT ABATA SRENGSENG,Jl. Srengseng Raya No. 45,12,"Saidah, S.Pd.I",021 5865952,,
20111315,TK AISYIYAH 25,Jl. Rela I No. 24,3,Elvi Widia,021 8317652,,
20111316,TK TAULADAN 17 AGUSTUS JAKARTA,Jl. Tebet Barat Dalam IV,2,Yulianti Triastuti,021 8280611,,
20111317,TK 17 AGUSTUS,Jl. Senopati No. 74,2,Nina Sutinah,021 7268610,,
20111318,TK AL KHAIRIYAH,Jl. Gandaria V,6,Nurjanah,021 7865540.,,
20111319,TK ADAYAKSA XXI,Jl. Adhyaksa IV No. V,10,RUPINAH S.Pdi,021 7666743,,
20111320,TK ADIK IRMA,Jl. Tebet Barat Dalam IV Rawa Bilal,7,"Rosmiyati, S.Pd.",021 8309287,,
20111321,TK AISYIYAH 13,Jl. Karbela I No. 9,3,"Trisnawati, S.Pd",021 5256729,,
20111323,TK AISYIYAH 28,Jl. Panjang,6,"Mujilah, S.PD",021 7231180,,
20111324,TK AISYIYAH 29,Jl. Pemuda II No. 80,3,"Hj. Endang Sulistiawati, S.Pd",021 78890921,,
20111325,TK AISYIYAH 32,Jl. Srengseng Sawah No. 17,5,Dra.Sunarsih,021 7869630,,
20111326,TK AISYIYAH 37,Jl. Menteng Atas Selatan No. 11,6,"Ernawati Endang, SPdi",021 8354341,-6.214282,106.842415
20111328,TK AISYIYAH 46,Jl. Pengadengan Timur III,3,Rukmini,021 79196327,,
20111329,TK AISYIYAH 50,Jl. masjid annur,2,Sri Hartati,021 7412304,,
20111330,TK AISYIYAH 59,Jl. RM. Kahfi I No. 61,3,Nurjannah S. Pd.i,021 7873612,,
20111331,TK AISYIYAH 60,Jl. Masjid Al Muflihun,3,"Irfianti,SPd.AUD",021 73881625,,
20111334,TK AISYIYAH 63,Jl. Persada Raya No. 22,3,Sri Suhastuti,021 8296071,,
20111335,TK AISYIYAH 65,Jl. N. Kav No. 34,4,"Hernawati, S.Pd.I",021 83790405,,
20111336,TK AISYIYAH 74,Jl. Pupan No.29,5,Ade Amarwati,021 75911821,,
20111337,TK AISYIYAH 90,Jl. Muara Rt. 08/02,3,Missa Rumining,021 7803836,,
20111339,TK AISYIYAH I,Jl. Limau II,10,"Siti Mariam, S.Pd",021 7269453,,
20111340,TK AISYIYAH KEBON BARU 95,Jl. Asem Baris Raya Gg. F Barat,2,"Nila Sanira, Ss.",021 8319884,,
20111341,TK AISYIYAH MUJAHIDIN 9,Jl. Tebet Timur Dlm VIII No.39,3,Hani Wahyuni,021 83795531,,
20111341,TK AISYIYAH 9,Jl. Tebet Timur Dalam VIII M/39,3,HANI WAHYUNI,,,
20111342,TK AISYIYAH PONCOL,Jl. W. Kusuma Pesanggrahan,3,GUSRTIANI S.PdI,021 7377443,,
20111343,TK AISYIYAH XI,Jl. Ciputat Raya No. 43,2,Masul Miskah Fatmawati,,,
20111344,TK AL WARITSU,Jl. Pertani I No. 50,4,Yuliani,021 7949541,,
20111347,TK AL AMJAD,Jl. Damai V,3,"Hj. Siti Darojah, S.PdI.",021 7243484,,
20111348,TK AL AZHAR 2,Jl. Mujair I No. 63.,12,"Hj. Ulfa Chairat, M.Pd",021 7820223,,
20111350,TK AL AZHAR 5,Jl. Kemadoran I,15,"Indah Kurniati, S.Pd",021 5327437,,
20111351,TK AL AZHARIYAH,Jl. Pulo Kamboja Kemandoran 1,8,Arahmah,021 53674340,,
20111352,TK AL AZKAR,Jl. Karang Tengah Raya No. 30A,8,"SEPTI ASMARA K., S.Pd.I.",021 7500330,-6.306329,106.781044
20111353,TK AL BARKAH,Jl. Karang Tengah Raya No. 10,4,"TATI SUPYATI, S.Pd.I",021 75910612,-6.301590,106.781151
20111355,TK AL HASANAH,Jl. Kebagusan Raya No. 2,2,"Hasunah, S.PdI",021 7820771,,
20111359,TK AL HUSNA PU,Jl. H. Muchtar Raya no.41,5,Dra. Hj. Husmi Emy,021 7354721,,
20111360,TK AL IKHLAS,Jl. Pancoran Barat XI No. 8,6,Eni Mulyani,021 7974202,,
20111361,TK AL IKHLAS,Jl. Cipete III No. 14,17,"Hj. MASLIYAH, S.Pd.",021 7657942,,
20111362,TK AL IKHLAS KEMANDORAN,Jl. Kemadoran II no 28,5,Latifah,021 5493322,,
20111363,TK AL IKHLAS PATAL SENAYAN,Jl. Masjid Patal Senayan,3,Sumarsih,021 94851472,,
20111364,TK AL IZHAR,Jl. RS. Fatmawati Kav. 49,24,"Hj. DIAN ARRAHMI, S.Sos.",021 7505932,,
20111365,TK AL KAUTSAR,Jl. Kemandoran 1 no 77 A,8,Nur Azizah S.Ag,021 95342021,,
20111367,TK AL MUSTAQIEM,Jl. Minangkabau Dalam No.43,6,"Hj. Siti Nabilah, S.Pd.AUD",021 7765881,,
20111368,TK ISLAM AL SYUKRO,Jl. Puri Mutiara I No. 9,7,EMMY SUSANTY. S.Pd.,021 75902977,,
20111369,TK AL WAQFIYYAH,Jl. Sawo Kecik Raya No. 14,4,Supiyani,021 8298009,,
20111370,TK AL AMIN,Jl. Tanjung Barat Selatan No. 27,7,"Sumiyati, S.Pd",021 7818062,,
20111371,TK AL AZHAR I,Jl. Sisingamangaraja,28,"Harlawati, S.Pd",021 7200238,,
20111372,TK AL HAAMIDIYAH,Jl. Raya Kecapi No. 49,13,Retno Anomsari,021 7864870,,
20111373,TK ALIFYA,Jl. Kampung Baru VI,5,"Ikawati, S.Pd.I",021 5864540,,
20111374,TK AMALIAH,Jl. Lenteng Agung H.Sibi Kp.Sawah,4,Nurbaeti,021 98169452,,
20111375,TK AMANDA MONTESSORI,Jl. Cemp. Raya Pesanggrahan,3,Magfirah,021 7363980,,
20111377,TK AN NISA,Jl. O Rt. 10/03 No. 9,6,Hapsah,021 7864884,,
